seq_id,instruction,generated_text,generated_code,prompt,mean_entropy,max_entropy,min_entropy,std_entropy,mean_confidence,min_confidence,std_confidence,mean_top5_conc,mean_top10_conc,min_top5_conc,sequence_length,entropy_trend,confidence_trend,entropy_p25,entropy_p75,confidence_p25,confidence_p75,calibrated_mean_entropy,calibrated_max_entropy,calibrated_std_entropy,calibrated_mean_confidence,calibrated_min_confidence,token_disagreement_mean,token_disagreement_max,prob_concentration_mean,prob_concentration_std,semantic_uncertainty_mean,semantic_uncertainty_max,entropy_coefficient_variation,confidence_range,calibration_temperature,mutual_information,avg_token_surprise,max_token_surprise,original_output,original_code,entry_point,testcase
660113403,"Write a function to check if a given string is a palindrome. A palindrome is a word, phrase, number, or other sequence of characters that reads the same forward and backward, ignoring spaces, punctuation, and capitalization.","```python
def is_palindrome(s: str) -> bool:
    filtered_chars = [char.lower() for char in s if char.isalnum()]
    return filtered_chars == filtered_chars[::-1]
```","def is_palindrome(s: str) -> bool:
    filtered_chars = [char.lower() for char in s if char.isalnum()]
    return filtered_chars == filtered_chars[::-1]","<|im_start|>system
You are a skilled Python programmer. Write clean, working code without comments or explanations. Focus only on solving the problem correctly.<|im_end|>
<|im_start|>user
Write a Python function to solve this problem. Provide only the function code without comments or explanations:

Write a function to check if a given string is a palindrome. A palindrome is a word, phrase, number, or other sequence of characters that reads the same forward and backward, ignoring spaces, punctuation, and capitalization.<|im_end|>
<|im_start|>assistant
",0.03712964750999628,0.9925918579101562,-0.0,0.17325567754323484,0.9832681639249935,0.5725877285003662,0.07714985680974934,1.0,1.0,1.0,43,0.0,0.0,-0.0,-0.0,1.0,1.0,0.04237442515617193,1.1706805229187012,0.19986216976737878,0.979590583679288,0.47896623611450195,18.377297628493537,18.42068099975586,1.0,0.0,0.046810225627433935,1.259162190348603,4.716574251214967,0.521033763885498,1.5,0.0,0.028025451870191665,0.7361251711845398,"Here is the code to solve this problem: 
```python
def is_palindrome(s):
    s = ''.join(c for c in s if c.isalnum()).lower()
    return s == s[::-1]
```","def is_palindrome(s):
    s = ''.join(c for c in s if c.isalnum()).lower()
    return s == s[::-1]",is_palindrome,"[assert is_palindrome(""No lemon, no melon"") == True, assert is_palindrome(""A man a plan a canal Panama"") == True, assert is_palindrome(""hello"") == False, assert is_palindrome(""racecar"") == True]"
14192481277,Write a function to find the missing number in a given list of numbers ranging from 0 to n.,"```python
def find_missing_number(nums):
    return sum(range(len(nums) + 1)) - sum(nums)
```","def find_missing_number(nums):
    return sum(range(len(nums) + 1)) - sum(nums)","<|im_start|>system
You are a skilled Python programmer. Write clean, working code without comments or explanations. Focus only on solving the problem correctly.<|im_end|>
<|im_start|>user
Write a Python function to solve this problem. Provide only the function code without comments or explanations:

Write a function to find the missing number in a given list of numbers ranging from 0 to n.<|im_end|>
<|im_start|>assistant
",0.0679628849029541,0.6678448915481567,-0.0,0.18932161950322435,0.9665851776416485,0.6120003461837769,0.09577691652200344,0.9999999977075137,0.9999999977075137,0.9999999403953552,26,-0.5189673900604248,0.2138148546218872,0.0,-0.0,1.0,1.0,0.07416960826286903,0.6817407608032227,0.20562824685999448,0.9593066366819235,0.5753757357597351,18.343544540405272,18.42068099975586,1.0,0.0,0.0824350677651061,0.7589265704154968,2.7724053551309242,0.4246242642402649,1.5,0.0,0.038593406677246096,0.552731990814209,"Here is the code to solve this problem: 
```python
def missing_number(nums):
    n = len(nums)
    total = n * (n + 1) // 2
    sum_nums = sum(nums)
    return total - sum_nums
```","def missing_number(nums):
    n = len(nums)
    total = n * (n + 1) // 2
    sum_nums = sum(nums)
    return total - sum_nums",missing_number,"[assert missing_number([9,6,4,2,3,5,7,0,1])==8, assert missing_number([0,1])==2, assert missing_number([3,0,1])==2]"
70726638201,Write a python function `max_subarray_sum` that finds the maximum sum of a contiguous subarray within a one-dimensional array of numbers which has at least one positive number.,"```python
def max_subarray_sum(nums):
    max_current = max_global = nums[0]
    for num in nums[1:]:
        max_current = max(num, max_current + num)
        if max_current > max_global:
            max_global = max_current
    return max_global
```","def max_subarray_sum(nums):
    max_current = max_global = nums[0]
    for num in nums[1:]:
        max_current = max(num, max_current + num)
        if max_current > max_global:
            max_global = max_current
    return max_global","<|im_start|>system
You are a skilled Python programmer. Write clean, working code without comments or explanations. Focus only on solving the problem correctly.<|im_end|>
<|im_start|>user
Write a Python function to solve this problem. Provide only the function code without comments or explanations:

Write a python function `max_subarray_sum` that finds the maximum sum of a contiguous subarray within a one-dimensional array of numbers which has at least one positive number.<|im_end|>
<|im_start|>assistant
",0.01638794323754689,0.6329267024993896,-0.0,0.09286343013130152,0.9926149135544187,0.6717578768730164,0.04420028794051208,1.0,1.0,1.0,63,0.0,0.0,-0.0,-0.0,1.0,1.0,0.019059439500172932,0.665446400642395,0.10589584943055921,0.9903239409128824,0.6171411275863647,18.401314150902532,18.42068099975586,0.9999999990538945,7.449641941096869e-09,0.02241187151282102,0.7895574356828418,5.556081219953303,0.38285887241363525,1.5,0.0,0.011932068294094454,0.4826575517654419,"Here is the code to solve this problem: 
```python
def max_subarray_sum(nums):
    if not nums:
        return 0

    current_sum = max_sum = nums[0]
    for num in nums[1:]:
        current_sum = max(num, current_sum + num)
        max_sum = max(max_sum, current_sum)
    return max_sum
```","def max_subarray_sum(nums):
    if not nums:
        return 0

    current_sum = max_sum = nums[0]
    for num in nums[1:]:
        current_sum = max(num, current_sum + num)
        max_sum = max(max_sum, current_sum)
    return max_sum",max_subarray_sum,"[assert max_subarray_sum([5,4,-1,7,8]) == 23, assert max_subarray_sum([1]) == 1, assert max_subarray_sum([-2,1,-3,4,-1,2,1,-5,4]) == 6]"
893855581,"Given an array nums of n integers and an integer k, find the kth largest element in the array. Note that it is the kth largest element in the sorted order, not the kth distinct element.","```python
def findKthLargest(nums, k):
    nums.sort()
    return nums[len(nums) - k]
```","def findKthLargest(nums, k):
    nums.sort()
    return nums[len(nums) - k]","<|im_start|>system
You are a skilled Python programmer. Write clean, working code without comments or explanations. Focus only on solving the problem correctly.<|im_end|>
<|im_start|>user
Write a Python function to solve this problem. Provide only the function code without comments or explanations:

Given an array nums of n integers and an integer k, find the kth largest element in the array. Note that it is the kth largest element in the sorted order, not the kth distinct element.<|im_end|>
<|im_start|>assistant
",0.07701481240136283,0.6063552498817444,-0.0,0.18971538006263688,0.9664806361709323,0.7052441239356995,0.08387106081490518,1.0,1.0,1.0,28,0.0,0.0,-0.0,0.0,1.0,1.0,0.08815230003425054,0.6525881886482239,0.2161972580585273,0.9555324443749019,0.6414348483085632,18.329263899061417,18.42068099975586,1.0,0.0,0.09573516215444829,0.7613046477947916,2.4525421735916666,0.35856515169143677,1.5,0.0,0.05545124301203975,0.4440476596355438,"Here is the code to solve this problem: 
```python
def kth_largest(nums, k):
    nums.sort()
    return nums[-k]
```","def kth_largest(nums, k):
    nums.sort()
    return nums[-k]",kth_largest,"[assert kth_largest([1,2], 1) == 2, assert kth_largest([3,2,3,1,2,4,5,5,6], 4) == 4, assert kth_largest([3,2,1,5,6,4], 2) == 5]"
20383247274,Write a function to generate the nth row of Pascal's triangle.,"```python
def pascal_row(n):
    if n == 0:
        return [1]
    prev = pascal_row(n-1)
    return [1] + [prev[i] + prev[i+1] for i in range(len(prev)-1)] + [1]
```","def pascal_row(n):
    if n == 0:
        return [1]
    prev = pascal_row(n-1)
    return [1] + [prev[i] + prev[i+1] for i in range(len(prev)-1)] + [1]","<|im_start|>system
You are a skilled Python programmer. Write clean, working code without comments or explanations. Focus only on solving the problem correctly.<|im_end|>
<|im_start|>user
Write a Python function to solve this problem. Provide only the function code without comments or explanations:

Write a function to generate the nth row of Pascal's triangle.<|im_end|>
<|im_start|>assistant
",0.12734684780720743,1.076820969581604,-0.0,0.27296837596810813,0.9375009065674197,0.41386669874191284,0.14017499243766748,0.9999999971159043,0.9999999971159043,0.9999998807907104,62,0.0,0.0,0.0,-0.0,1.0,1.0,0.14046099397443956,1.0886952877044678,0.2970130929449756,0.9252044726764003,0.3869563937187195,18.277917392918322,18.42068099975586,0.9999999990386348,7.508502540960094e-09,0.15682107783101973,1.3257499068014085,2.114559091426006,0.6130436062812805,1.5,0.0,0.09964615057726375,0.9494432806968689,"Here is the code to solve this problem: 
```python
def pascal_row(n):
    row = [1]
    for i in range(1, n+1):
        row.append(row[i-1] * (n-i+1) // i)
    return row
```","def pascal_row(n):
    row = [1]
    for i in range(1, n+1):
        row.append(row[i-1] * (n-i+1) // i)
    return row",pascal_row,"[assert pascal_row(5) == [1, 5, 10, 10, 5, 1], assert pascal_row(4) == [1, 4, 6, 4, 1], assert pascal_row(3) == [1, 3, 3, 1]]"
19434228727,"Write a function that checks if a given tree is a binary search tree.

A binary search tree has the property that all nodes in the left subtree of a node have values less than the node's value and all nodes in the right subtree have values greater than the node's value.","```python
class TreeNode:
    def __init__(self, value=0, left=None, right=None):
        self.value = value
        self.left = left
        self.right = right

def is_bst(node, low=float('-inf'), high=float('inf')):
    if not node:
        return True
    if node.value <= low or node.value >= high:
        return False
    return is_bst(node.left, low, node.value) and is_bst(node.right, node.value, high)
```","class TreeNode:
    def __init__(self, value=0, left=None, right=None):
        self.value = value
        self.left = left
        self.right = right

def is_bst(node, low=float('-inf'), high=float('inf')):
    if not node:
        return True
    if node.value <= low or node.value >= high:
        return False
    return is_bst(node.left, low, node.value) and is_bst(node.right, node.value, high)","<|im_start|>system
You are a skilled Python programmer. Write clean, working code without comments or explanations. Focus only on solving the problem correctly.<|im_end|>
<|im_start|>user
Write a Python function to solve this problem. Provide only the function code without comments or explanations:

Write a function that checks if a given tree is a binary search tree.

A binary search tree has the property that all nodes in the left subtree of a node have values less than the node's value and all nodes in the right subtree have values greater than the node's value.<|im_end|>
<|im_start|>assistant
",0.04905948835775393,1.0776164531707764,-0.0,0.17308261185147394,0.9765262863504778,0.41504618525505066,0.08793978679717902,0.9999999994531684,0.9999999994531684,0.9999999403953552,109,0.0,0.0,0.0,0.0,1.0,1.0,0.05484294289842658,1.089105486869812,0.188488191194544,0.971129168611054,0.387617290019989,18.3653302192688,18.42068099975586,0.9999999994531684,5.682840722095672e-09,0.061504262035848835,1.1265747123355165,3.4368716714367804,0.612382709980011,1.5,0.0,0.03746550875129523,0.9477367997169495,"Here is the code to solve this problem: 
```python
def is_binary_search_tree(root, min_val=float('-inf'), max_val=float('inf')):
    if root is None:
        return True

    if not (root.val > min_val and root.val < max_val):
        return False

    return (is_binary_search_tree(root.left, min_val, root.val) and
            is_binary_search_tree(root.right, root.val, max_val))
```","def is_binary_search_tree(root, min_val=float('-inf'), max_val=float('inf')):
    if root is None:
        return True

    if not (root.val > min_val and root.val < max_val):
        return False

    return (is_binary_search_tree(root.left, min_val, root.val) and
            is_binary_search_tree(root.right, root.val, max_val))",is_binary_search_tree,"[    assert is_binary_search_tree(root3) == True,     root3.right.right = TreeNode(17),     root3.right.left = TreeNode(12),     root3.left.right = TreeNode(7),     root3.left.left = TreeNode(3),     root3.right = TreeNode(15),     root3.left = TreeNode(5),     root3 = TreeNode(10),     # Test case 3: A more complex binary search tree, ,     assert is_binary_search_tree(root2) == False,     root2.left.right = TreeNode(4),     root2.left.left = TreeNode(1),     root2.right = TreeNode(2),     root2.left = TreeNode(3),     root2 = TreeNode(5),     # Test case 2: A binary tree that is not a binary search tree, ,     assert is_binary_search_tree(root1) == True,     root1.left.right = TreeNode(4),     root1.left.left = TreeNode(2),     root1.right = TreeNode(7),     root1.left = TreeNode(3),     root1 = TreeNode(5),     # Test case 1: A simple binary search tree, ]"
28755799726,"Write a python function to find the missing number in a given list of integers that contains n distinct numbers taken from 0, 1, 2, ..., n. The function should have a time complexity of O(n) and space complexity of O(1).","```python
def find_missing_number(nums):
    n = len(nums)
    expected_sum = n * (n + 1) // 2
    actual_sum = sum(nums)
    return expected_sum - actual_sum
```","def find_missing_number(nums):
    n = len(nums)
    expected_sum = n * (n + 1) // 2
    actual_sum = sum(nums)
    return expected_sum - actual_sum","<|im_start|>system
You are a skilled Python programmer. Write clean, working code without comments or explanations. Focus only on solving the problem correctly.<|im_end|>
<|im_start|>user
Write a Python function to solve this problem. Provide only the function code without comments or explanations:

Write a python function to find the missing number in a given list of integers that contains n distinct numbers taken from 0, 1, 2, ..., n. The function should have a time complexity of O(n) and space complexity of O(1).<|im_end|>
<|im_start|>assistant
",0.036913384993871055,0.6923848390579224,-0.0,0.14633462824133686,0.9790143258869648,0.5195213556289673,0.08854556076615933,1.0,1.0,1.0,48,-0.4147146940231323,0.14543867111206055,-0.0,0.0,1.0,1.0,0.039964981377124786,0.692808210849762,0.1556830360601624,0.9762079181770483,0.5130180716514587,18.37986568694419,18.42068099975586,0.9999999987582365,8.5131011908266e-09,0.04696008733784159,0.8220530028144518,3.895485290890678,0.48698192834854126,1.5,0.0,0.025794030504023777,0.6674442291259766,"Here is the code to solve this problem: 
```python
def missing_number(nums):
    n = len(nums)
    total = n * (n + 1) // 2
    sum_nums = sum(nums)
    return total - sum_nums
```","def missing_number(nums):
    n = len(nums)
    total = n * (n + 1) // 2
    sum_nums = sum(nums)
    return total - sum_nums",missing_number,"[assert missing_number([9,6,4,2,3,5,7,0,1]) == 8, assert missing_number([0, 1]) == 2, assert missing_number([3, 0, 1]) == 2]"
70726596281,"Write a python function to check if a given string is a palindrome or not. A palindrome is a word, phrase, number, or other sequence of characters that reads the same backward as forward.","```python
def is_palindrome(s):
    return s == s[::-1]
```","def is_palindrome(s):
    return s == s[::-1]","<|im_start|>system
You are a skilled Python programmer. Write clean, working code without comments or explanations. Focus only on solving the problem correctly.<|im_end|>
<|im_start|>user
Write a Python function to solve this problem. Provide only the function code without comments or explanations:

Write a python function to check if a given string is a palindrome or not. A palindrome is a word, phrase, number, or other sequence of characters that reads the same backward as forward.<|im_end|>
<|im_start|>assistant
",0.049299811062059905,0.47563445568084717,-0.0,0.14375185221182163,0.9812577523683247,0.8171855211257935,0.05466442021964691,0.9999999968629134,0.9999999968629134,0.9999999403953552,19,-0.461061954498291,0.1732882261276245,-0.0,-0.0,1.0,1.0,0.060866635096700566,0.5825443863868713,0.1774607234988558,0.9720993983118158,0.7307170033454895,18.080856482187908,18.42068099975586,1.0,0.0,0.06882166024555458,0.7174021005630493,2.9155660414159335,0.2692829966545105,1.5,0.0,0.017429389887385897,0.31372901797294617,"Here is the code to solve this problem: 
```python
def is_palindrome(s):
    return s == s[::-1]
```","def is_palindrome(s):
    return s == s[::-1]",is_palindrome,"[assert is_palindrome(""12345"") == False, assert is_palindrome(""123321"") == True, assert is_palindrome(""12321"") == True, assert is_palindrome(""level"") == True, assert is_palindrome(""python"") == False, assert is_palindrome(""racecar"") == True]"
32279616255,Write a function to check if a given list of integers is sorted in ascending order and all elements are unique.,"```python
def is_sorted_and_unique(lst):
    return all(x < y for x, y in zip(lst, lst[1:])) and len(lst) == len(set(lst))
```","def is_sorted_and_unique(lst):
    return all(x < y for x, y in zip(lst, lst[1:])) and len(lst) == len(set(lst))","<|im_start|>system
You are a skilled Python programmer. Write clean, working code without comments or explanations. Focus only on solving the problem correctly.<|im_end|>
<|im_start|>user
Write a Python function to solve this problem. Provide only the function code without comments or explanations:

Write a function to check if a given list of integers is sorted in ascending order and all elements are unique.<|im_end|>
<|im_start|>assistant
",0.0703513041138649,0.6649547815322876,-0.0,0.19067026108190488,0.9654087603092194,0.6181660890579224,0.09808323404338452,0.9999999985098839,0.9999999985098839,0.9999999403953552,40,-0.5161132216453552,0.21163374185562134,-0.0,0.0,1.0,1.0,0.07817610055208206,0.6804169416427612,0.20816004201131022,0.9575804471969604,0.5796118974685669,18.24491451948117,18.42068099975586,0.9999999985098839,9.30577218293905e-09,0.08985145883634686,0.7824794828891753,2.6627065549984223,0.4203881025314331,1.5,0.0,0.04514089303138929,0.5453965663909912,"Here is the code to solve this problem: 
```python
def check_sorted_unique(test_list):
    return test_list == sorted(set(test_list))
```","def check_sorted_unique(test_list):
    return test_list == sorted(set(test_list))",check_sorted_unique,"[assert check_sorted_unique([1, 3, 5, 7, 9]) == True, assert check_sorted_unique([5, 4, 3, 2, 1]) == False, assert check_sorted_unique([1, 2, 2, 4, 5]) == False, assert check_sorted_unique([1, 2, 3, 4, 5]) == True]"
12120976763,Write a python function to find the length of the longest substring without repeating characters in a given string.,"```python
def length_of_longest_substring(s):
    n = len(s)
    ans = 0
    mp = {}
    i = 0
    for j in range(n):
        if s[j] in mp:
            i = max(i, mp[s[j]] + 1)
        mp[s[j]] = j
        ans = max(ans, j - i + 1)
    return ans
```","def length_of_longest_substring(s):
    n = len(s)
    ans = 0
    mp = {}
    i = 0
    for j in range(n):
        if s[j] in mp:
            i = max(i, mp[s[j]] + 1)
        mp[s[j]] = j
        ans = max(ans, j - i + 1)
    return ans","<|im_start|>system
You are a skilled Python programmer. Write clean, working code without comments or explanations. Focus only on solving the problem correctly.<|im_end|>
<|im_start|>user
Write a Python function to solve this problem. Provide only the function code without comments or explanations:

Write a python function to find the length of the longest substring without repeating characters in a given string.<|im_end|>
<|im_start|>assistant
",0.06724262138207754,1.7590558528900146,-0.0,0.2859444143241388,0.9727637946605683,0.3422958254814148,0.1149170059210995,0.9982051279809739,0.9998515221807692,0.8384615778923035,90,-0.44650202989578247,0.16415870189666748,0.0,-0.0,1.0,1.0,0.07648607161309984,2.1102747917175293,0.3243144088045211,0.9673979279067781,0.29611822962760925,18.343335526712824,18.42068099975586,0.9996750546826256,0.0030655216749862807,0.0887613848808371,2.3447497685750327,4.240175492909229,0.7038817703723907,1.5,0.0,0.04768707912959409,1.216996431350708,"Here is the code to solve this problem: 
```python
def length_of_longest_substring(s):
    if not s:
        return 0
    char_map = {}
    left = 0
    max_length = 0
    for right in range(len(s)):
        if s[right] in char_map:
            left = max(left, char_map[s[right]] + 1)
        char_map[s[right]] = right
        max_length = max(max_length, right - left + 1)
    return max_length
```","def length_of_longest_substring(s):
    if not s:
        return 0
    char_map = {}
    left = 0
    max_length = 0
    for right in range(len(s)):
        if s[right] in char_map:
            left = max(left, char_map[s[right]] + 1)
        char_map[s[right]] = right
        max_length = max(max_length, right - left + 1)
    return max_length",length_of_longest_substring,"[assert length_of_longest_substring("" "") == 1, assert length_of_longest_substring("""") == 0, assert length_of_longest_substring(""pwwkew"") == 3, assert length_of_longest_substring(""bbbbb"") == 1, assert length_of_longest_substring(""abcabcbb"") == 3]"
